used_pin_number,distance_from_home,online_order,ratio_to_median_purchase_price,fraud
0.0,2.606900428,1.0,0.813727153,0
0.0,148.7559352,1.0,1.598620429,0
0.0,71.5544663,1.0,13.049504070200001,1
0.0,1.472270292,0.0,0.272273765,0
0.0,4.298182213,0.0,0.53622556,0
0.0,4.089650408,1.0,1.469246402,0
0.0,2.648150216,1.0,1.876971751,0
0.0,12.91051043,0.0,0.507542589,0
0.0,23.84209813,1.0,0.76966724,0
0.0,14.45799684,1.0,0.45558019,0
0.0,10.43510081,0.0,6.485800481,0
0.0,29.38728065,1.0,0.267647707,0
0.0,17.62554607,1.0,0.479751941,0
0.0,1.381023544,1.0,0.502401269,0
0.0,7.113479368,1.0,0.460240017,0
0.0,4.298419932,1.0,0.471994367,0
0.0,91.2649694,1.0,6.221942473,1
0.0,4.293295529,1.0,0.107646085,0
0.0,9.637333705,1.0,1.662189861,0
0.0,2.813038321,1.0,0.702499129,0
0.0,34.86978015,0.0,0.555676811,0
0.0,17.18060587,1.0,2.39734669,0
0.0,49.41164757,0.0,1.408867683,0
0.0,34.84003049,1.0,1.249245909,0
0.0,1.331444329,1.0,0.569253743,0
0.0,11.27647915,1.0,0.861707719,0
0.0,21.70521703,1.0,0.18671892,0
0.0,22.33392234,1.0,3.985548831,0
0.0,43.9607707,1.0,1.649292794,0
0.0,23.09092432,1.0,0.698435968,0
0.0,13.47858715,1.0,1.816253377,0
0.0,16.13465979,1.0,0.968911171,0
0.0,6.052436916,1.0,0.806331019,0
0.0,12.83744397,1.0,0.445914511,0
0.0,74.03243751,1.0,0.866693493,0
0.0,8.072252542,0.0,0.430448752,0
0.0,17.21004176,1.0,5.998195936,1
0.0,57.6015157,1.0,3.774472454,0
0.0,38.57280989,0.0,0.896637445,0
0.0,1.133197817,0.0,0.379366212,0
0.0,15.07367268,1.0,0.137795827,0
0.0,5.206732105,0.0,2.234293586,0
0.0,20.55347102,1.0,2.720900371,0
0.0,1.40626051,0.0,0.087365804,0
0.0,1.951696505,1.0,2.423599851,0
0.0,50.0714524,1.0,2.155064908,0
0.0,0.997750227,1.0,0.584000724,0
0.0,2.086229211,1.0,0.73893865,0
0.0,13.29089674,1.0,2.621467789,0
0.0,4.356733667,1.0,2.59185672,0
0.0,13.46853971,1.0,0.089064745,0
0.0,37.14736081,0.0,4.196512809,0
0.0,255.25750790400008,1.0,1.700120617,0
0.0,4.902288358,1.0,0.998166539,0
0.0,11.10400252,1.0,1.85639804,0
0.0,210.1690708,1.0,0.043087,1
0.0,14.28154882,0.0,0.37120177,0
0.0,16.88271642,1.0,0.382549805,0
0.0,10.64713882,0.0,2.40144815,0
0.0,10.60158513,0.0,0.269450709,0
0.0,0.487913669,1.0,5.438078944,1
0.0,25.8792044,1.0,7.744851266,1
0.0,20.57056644,1.0,0.493762289,0
0.0,7.147250326,1.0,0.664296322,0
0.0,5.302354809,1.0,0.815213947,0
1.0,54.54528162,0.0,0.275319465,0
1.0,20.94063283,0.0,1.281210081,0
0.0,2.66792046,1.0,1.745547782,0
0.0,22.30631781,0.0,0.646717522,0
0.0,24.94987059,1.0,0.166454903,0
0.0,255.25750790400008,1.0,0.576261171,1
0.0,4.659978581,1.0,2.474581884,0
0.0,9.87147456,0.0,1.974137918,0
0.0,16.76350778,1.0,4.681682337,1
0.0,42.8075871,1.0,0.088026203,0
0.0,2.369181402,0.0,0.293129948,0
0.0,255.25750790400008,1.0,2.501089573,1
0.0,20.32305739,1.0,0.293581715,0
0.0,29.61295069,1.0,0.912108735,0
0.0,2.735919194,0.0,1.288974659,0
0.0,4.476339565,0.0,5.968443902,0
0.0,46.2302349,1.0,2.464911811,0
0.0,12.57162557,1.0,0.213164897,0
1.0,14.73377269,1.0,13.049504070200001,0
0.0,76.15102637,1.0,0.519830179,0
0.0,2.018798776,1.0,4.422144498,1
0.0,1.684737162,0.0,7.098459224,1
0.0,179.5934336,1.0,0.243548122,0
0.0,122.3027442,1.0,0.923751304,1
0.0,18.08655213,0.0,0.246961823,0
0.0,22.15643254,1.0,2.054839765,0
0.0,12.98959266,1.0,0.107240118,0
0.0,39.80488793,1.0,2.156183386,0
0.0,10.48424129,1.0,0.617713744,0
0.0,11.02944635,1.0,0.722069,0
0.0,1.004043187,0.0,0.365445433,0
0.0,9.423373252,0.0,1.149621216,0
0.0,14.09150992,1.0,0.42598649,0
1.0,32.194369,1.0,0.278956633,0
0.0,11.43636323,0.0,7.51199382,0
0.0,5.581384408,1.0,0.835254963,0
0.0,40.38895356,1.0,1.560950469,0
1.0,2.474674055,0.0,0.273068903,0
1.0,10.93569414,1.0,0.534161313,0
0.0,21.96786327,1.0,1.420519554,0
1.0,15.32872264,1.0,0.223463299,0
0.0,5.305476565,1.0,1.262027379,0
0.0,2.550021356,1.0,2.986276245,0
0.0,53.52538576,1.0,0.545284978,0
0.0,6.023221267,1.0,1.861063762,0
0.0,2.210604337,0.0,0.279926557,0
0.0,3.808105448,1.0,1.040029245,0
0.0,7.911184295,0.0,4.062809787,0
0.0,2.318591372,1.0,0.746966752,0
0.0,8.669928611,1.0,0.82270345,0
0.0,2.099394591,1.0,0.126727336,0
0.0,20.66169837,0.0,0.582970324,0
1.0,10.49208338,1.0,1.168995946,0
0.0,23.5907683,0.0,0.446641313,0
0.0,5.281984608,1.0,0.415487592,0
0.0,100.3920076,1.0,0.655910973,0
0.0,6.756999285,1.0,1.410771607,0
0.0,3.023202103,1.0,1.772949723,0
0.0,13.47513467,1.0,0.9544786,0
1.0,93.78549942,1.0,0.268301445,0
0.0,15.8336989,0.0,2.192879594,0
0.0,12.17030723,1.0,3.890513304,0
0.0,1.430012348,0.0,1.05819634,0
0.0,26.65314651,1.0,0.693217505,0
0.0,228.0076655,0.0,1.356996626,0
0.0,55.57921324,1.0,0.884071165,0
0.0,3.219662446,0.0,0.240003582,0
0.0,9.541488056,1.0,1.595565036,0
0.0,10.97298892,1.0,1.05814278,0
0.0,0.729645073,1.0,0.620257217,0
0.0,54.5668494,1.0,2.302561039,0
1.0,11.46444774,0.0,4.953097965,0
1.0,20.92456151,1.0,0.808060886,0
0.0,68.07986035,1.0,0.5196588,0
0.0,8.990006041,1.0,0.238721863,0
0.0,12.61956781,1.0,2.910123755,0
0.0,3.116433518,0.0,0.143385757,0
0.0,113.1194223,1.0,0.10352914,1
0.0,1.001032404,1.0,0.463752959,0
0.0,6.584202575,1.0,0.146763968,0
1.0,54.08022068,0.0,0.294121531,0
0.0,8.439250736,1.0,3.425280835,0
0.0,3.710881317,1.0,0.157827522,0
0.0,1.71427839,0.0,5.241754134,0
0.0,49.14262739,1.0,0.506124981,0
0.0,62.64963479,1.0,1.16071021,0
0.0,4.163988872,1.0,0.349131895,1
0.0,6.734695276,0.0,0.668211967,0
1.0,53.82952703,1.0,0.819712586,0
0.0,11.87656924,0.0,0.160093972,0
0.0,10.7107481,1.0,0.66534137,0
0.0,6.57127937,1.0,0.590562498,0
0.0,135.1365187,0.0,0.068809091,0
0.0,7.627860359,1.0,0.629797503,0
0.0,7.399198562,1.0,2.12588078,0
1.0,6.902525349,1.0,1.116137732,0
0.0,11.38736444,0.0,0.266272603,0
0.0,21.57338745,0.0,1.814492078,0
0.0,23.34838561,1.0,3.979888253,0
0.0,6.420886733,1.0,5.50309171,1
0.0,2.003942854,0.0,0.783441816,0
1.0,12.13857358,0.0,1.581763931,0
1.0,28.32318088,1.0,0.220263335,0
0.0,1.170112488,0.0,1.4168203,0
0.0,3.096279544,0.0,0.823196508,0
1.0,25.92420947,1.0,1.405444877,0
0.0,42.75607529,0.0,12.02148822,0
1.0,4.851400633,1.0,0.413071189,0
0.0,1.544231489,1.0,2.100353528,0
0.0,8.162037355,1.0,0.509061001,0
0.0,11.97420384,0.0,1.067211159,0
0.0,8.61334318,1.0,3.380442925,0
0.0,5.306808055,1.0,0.289850782,0
0.0,7.286820045,1.0,0.892886903,0
0.0,64.80578869,1.0,1.45778517,0
0.0,1.731832373,0.0,0.164971888,0
0.0,17.20785527,0.0,0.138338612,0
0.0,1.402722349,1.0,2.184818372,0
0.0,5.929759459,1.0,0.922635612,0
0.0,12.16589095,0.0,1.312609379,0
0.0,22.9552231,1.0,0.819988309,0
0.0,19.27264415,1.0,0.269268383,0
0.0,24.25266114,0.0,2.017259084,0
0.0,69.36937928,1.0,2.115365789,0
0.0,77.96543115,0.0,11.00751459,0
0.0,17.43347906,1.0,1.329506888,0
0.0,4.454329763,1.0,0.47114238,0
0.0,47.36176463,1.0,0.366748744,0
0.0,20.66032708,0.0,1.038176496,0
1.0,15.15785169,0.0,0.425184444,0
0.0,5.555951389,0.0,3.021183981,0
0.0,2.321271611,1.0,0.261109783,0
1.0,10.86763016,1.0,0.10127648,0
0.0,38.3299355,1.0,3.44749367,0
1.0,4.356689761,0.0,1.550849039,0
0.0,2.28234338,0.0,5.451748084,0
0.0,52.44056836,1.0,1.817970111,0
0.0,1.619846914,0.0,0.425863565,0
0.0,7.693121196,0.0,5.37078805,0
0.0,59.60203686,1.0,1.658472664,0
0.0,1.086610361,1.0,1.873883325,0
1.0,12.99128514,1.0,0.722645083,0
0.0,17.60294779,1.0,0.562156816,0
0.0,20.32392923,1.0,0.538765952,0
0.0,29.11720543,0.0,4.158952706,0
0.0,0.918363026,0.0,0.854884119,0
0.0,11.86697888,0.0,1.574558188,0
0.0,2.305583839,1.0,0.118571674,0
0.0,22.15211709,1.0,0.387037082,0
0.0,14.0370678,0.0,0.185992391,0
0.0,3.677785418,1.0,7.514942288,1
0.0,0.525013289,1.0,2.292100854,0
0.0,7.994206703,1.0,6.061881736,1
0.0,0.769263255,1.0,0.605072666,0
0.0,11.44491019,1.0,0.528087017,0
0.0,1.90399107,1.0,2.206574049,1
0.0,14.69339398,1.0,0.458360121,0
0.0,2.214278517,0.0,0.615698987,0
0.0,36.62690517,1.0,5.690688185,1
0.0,29.97370583,1.0,4.475227422,1
0.0,55.16135647,1.0,1.368777274,0
0.0,4.779498885,1.0,0.386747533,0
0.0,0.916556246,0.0,0.083285266,0
1.0,19.21688812,0.0,5.710314249,0
0.0,18.07953871,0.0,3.250492234,0
0.0,5.656462821,1.0,0.266128258,0
1.0,3.564219014,1.0,2.022459979,0
0.0,161.4834458,0.0,0.556843141,0
0.0,27.921171,0.0,0.862799704,0
0.0,9.385623664,1.0,13.049504070200001,1
0.0,57.55995967,0.0,0.08200241,0
0.0,56.83954123,1.0,8.765993104,1
0.0,23.63120436,1.0,1.314187775,0
0.0,7.238423145,1.0,3.386221028,0
1.0,6.968606918,1.0,0.620634166,0
0.0,1.239030152,1.0,3.719544212,0
1.0,12.54475456,1.0,1.038081632,0
0.0,0.313515608,0.0,0.54026546,0
0.0,7.164697093,1.0,0.932342992,0
0.0,157.8363528,0.0,1.280356191,0
0.0,9.402585439,0.0,6.717124102,0
0.0,11.45789511,0.0,1.786048283,0
0.0,0.860796249,0.0,0.308968889,0
0.0,8.93100948,0.0,1.635052714,0
0.0,10.63675666,1.0,0.408695089,0
0.0,49.31534504,1.0,0.283085934,0
0.0,53.19666844,0.0,1.587125387,0
0.0,56.46732855,1.0,2.141901883,0
0.0,3.236177938,1.0,1.70941206,0
0.0,66.89373166,1.0,3.188054983,0
0.0,3.362179234,1.0,0.478592359,0
0.0,8.051775694,1.0,0.734001955,0
1.0,87.56568763,1.0,3.656793806,0
0.0,24.95538317,1.0,10.4836177,1
0.0,14.61890225,0.0,0.316661974,0
0.0,26.4665244,0.0,0.816450533,0
1.0,6.964576767,0.0,3.329503605,0
0.0,1.867429752,0.0,1.354619383,0
0.0,11.63731795,1.0,2.223705036,0
0.0,8.297174334,1.0,0.386395843,0
0.0,9.010903653,1.0,0.988980591,0
0.0,2.845377459,1.0,2.98799481,0
0.0,6.601261136,1.0,1.312157924,0
0.0,36.65476326,0.0,0.715064066,0
0.0,26.12471983,0.0,0.690225759,0
0.0,10.79470589,0.0,1.084977915,0
0.0,12.36770542,0.0,2.689295791,0
0.0,4.474653481,1.0,2.815786169,0
0.0,7.451061471,1.0,0.362014465,0
0.0,20.93060022,1.0,1.418601565,0
0.0,8.784721621,1.0,2.440199733,0
0.0,43.36570869,1.0,3.243541926,0
0.0,0.66051699,1.0,0.378408664,0
0.0,142.7690537,1.0,8.927130887,1
0.0,91.37950612,1.0,0.287921223,0
0.0,5.982221516,0.0,1.905434378,0
1.0,20.91356481,1.0,1.270449467,0
0.0,6.418168032,0.0,2.766793989,0
0.0,10.25759046,1.0,1.21580987,0
0.0,1.509532463,0.0,0.468242362,0
0.0,19.52152058,1.0,0.187776975,0
0.0,1.805088435,0.0,0.17407801,0
0.0,10.57815461,1.0,0.943965619,0
0.0,0.889551766,1.0,4.261413515,1
0.0,0.867477649,1.0,3.780111795,0
0.0,10.97675339,1.0,7.326158152,1
0.0,13.75550422,1.0,0.517053421,0
0.0,106.3461483,1.0,0.410678968,1
0.0,11.47271565,1.0,0.663786978,0
0.0,2.225791054,1.0,1.894193954,0
0.0,5.566053743,1.0,0.776942468,0
1.0,59.43117326,0.0,1.259907582,0
0.0,34.63156631,0.0,0.702637235,0
0.0,2.021346028,1.0,0.527473664,0
0.0,4.424958994,0.0,1.143600234,0
0.0,44.0457034,1.0,1.607089859,0
0.0,4.643684608,1.0,0.761078586,0
0.0,11.66286264,1.0,2.261592376,0
0.0,4.268158275,1.0,1.494709038,0
1.0,130.5024792,0.0,0.854322536,0
0.0,101.9763049,1.0,0.40531423,0
1.0,3.041072671,0.0,0.682377799,0
0.0,2.915194857,1.0,1.300635392,0
0.0,14.38231939,0.0,10.60492486,0
0.0,16.75089873,0.0,1.986823855,0
0.0,166.7757567,1.0,1.482607192,0
0.0,65.47147515,1.0,0.815025766,0
0.0,130.6262197,1.0,0.552538414,1
1.0,109.3402255,0.0,0.132236508,0
1.0,0.712351037,0.0,1.540237807,0
0.0,2.087124911,0.0,6.073341522,0
0.0,4.72418497,0.0,1.869779417,0
0.0,16.64022006,1.0,2.311555352,0
0.0,11.60973885,1.0,1.045655579,0
0.0,13.11277532,1.0,1.802869514,0
0.0,1.202045073,1.0,3.820288869,0
0.0,69.18186819,0.0,7.790538419,0
0.0,0.906848702,0.0,7.004896742,1
0.0,221.7442881,1.0,1.036663732,0
0.0,211.7034351,0.0,1.751545555,0
0.0,8.24901855,1.0,1.25496609,0
0.0,41.47864637,1.0,1.343025259,0
0.0,3.712077647,0.0,1.325783419,0
0.0,3.996751454,1.0,1.087545869,0
0.0,17.77695163,1.0,1.013334464,0
0.0,4.389710334,1.0,0.163878861,0
0.0,16.33131757,0.0,0.201589906,0
0.0,26.43224251,0.0,7.087442744,0
1.0,1.955228307,1.0,0.610931832,0
0.0,12.27506582,1.0,12.75707937,1
0.0,101.2871402,1.0,0.960161824,1
0.0,6.325124753,1.0,0.177913494,0
0.0,5.209315681,1.0,0.506956334,0
0.0,6.74219671,1.0,8.971116443,1
0.0,3.435616689,0.0,0.945913572,0
1.0,8.467376657,1.0,1.571696851,0
1.0,4.022723718,0.0,2.349974001,0
0.0,4.304864982,1.0,0.901693196,0
0.0,30.82724338,1.0,0.150131847,0
0.0,10.04863573,0.0,0.556349019,0
0.0,6.287321723,0.0,0.25486416,0
0.0,3.458925943,0.0,0.452245261,0
0.0,18.74626053,1.0,0.500413856,0
0.0,4.887562767,1.0,2.099746317,0
0.0,14.30716566,0.0,2.515601023,0
0.0,2.335486199,1.0,5.248304087,1
0.0,4.120527838,1.0,1.662099382,0
0.0,1.116431424,1.0,0.903767623,0
1.0,2.804804644,1.0,1.512347771,0
0.0,3.769423931,1.0,0.3374419,0
1.0,40.40316278,0.0,0.521744478,0
0.0,4.032753935,1.0,1.29619274,0
0.0,8.715630526,1.0,0.385686647,0
0.0,56.71088008,1.0,1.148868997,0
1.0,0.60528074,0.0,0.042650733,0
0.0,10.0651818,0.0,2.164811542,0
0.0,8.041178942,0.0,1.702350948,0
0.0,6.571952397,0.0,0.889211723,0
1.0,17.8380283,0.0,0.468996113,0
0.0,10.50838194,1.0,0.431728215,0
0.0,43.32878411,1.0,2.620061464,0
0.0,43.00626465,1.0,0.738650584,0
0.0,17.35961619,1.0,3.891602714,0
0.0,8.542300322,0.0,0.56980024,0
0.0,28.2667174,1.0,5.871358353,1
0.0,59.6509525,1.0,0.064961581,0
1.0,0.382674191,1.0,0.582122172,0
0.0,28.5065196,0.0,1.353898115,0
0.0,3.854465558,1.0,0.729126162,0
0.0,10.72784385,1.0,0.148781165,0
0.0,11.91226363,0.0,1.185859751,0
0.0,1.669704895,1.0,3.107778163,0
0.0,84.08363709,1.0,0.262375112,0
0.0,0.530378866,1.0,1.401683756,0
0.0,12.09848881,0.0,3.694973938,0
0.0,64.03055625,0.0,1.016856574,0
0.0,22.31646637,1.0,0.067407966,0
0.0,43.9225982,1.0,7.765934595,1
0.0,4.740438349,1.0,2.322180448,0
0.0,1.886235921,0.0,0.640860171,0
0.0,21.48313273,1.0,5.571711567,1
0.0,8.712569327,1.0,0.547719069,0
0.0,3.89901735,0.0,0.159324247,0
0.0,2.802162342,1.0,2.755782592,0
0.0,9.812846164,0.0,0.96854533,0
0.0,63.10701223,0.0,0.285756052,0
0.0,35.41880438,0.0,1.74973996,0
1.0,1.485885876,1.0,0.449430934,0
0.0,15.53810084,0.0,2.894677866,0
0.0,14.80488805,1.0,8.386649549,1
0.0,255.25750790400008,0.0,1.868186267,0
0.0,24.7212892,1.0,1.203715146,0
0.0,15.7224836,0.0,0.634293594,0
0.0,38.95265595,1.0,1.086235085,0
0.0,41.32142937,1.0,1.428684054,0
0.0,19.53289928,1.0,4.418917331,1
0.0,12.71918194,1.0,5.329632708,1
1.0,5.181476276,0.0,0.730602361,0
0.0,11.62650838,1.0,0.607374138,0
0.0,1.84555555,1.0,0.993822707,0
0.0,4.324302127,1.0,0.123233498,0
0.0,5.474495056,1.0,1.79992832,0
0.0,10.81826654,1.0,5.573408582,1
0.0,30.94828052,1.0,0.753774226,0
0.0,16.50796479,1.0,0.538065086,0
0.0,1.362263544,0.0,0.161319616,0
0.0,2.068511695,1.0,2.638192577,0
1.0,18.91515307,1.0,0.545525884,0
0.0,29.51098692,0.0,0.611610325,0
0.0,0.350555208,0.0,5.275245702,1
0.0,66.24353971,1.0,8.295624376,1
0.0,1.10162854,1.0,2.318153665,0
0.0,1.301267619,1.0,0.578124867,0
0.0,1.01918269,1.0,0.650380644,0
0.0,2.171543423,0.0,1.876395495,0
1.0,28.80005193,1.0,0.280306563,0
0.0,10.3859367,1.0,0.377584159,0
0.0,116.6512999,1.0,0.372881382,1
0.0,16.43407797,0.0,0.115089445,0
1.0,34.72121472,1.0,1.052174479,0
0.0,4.158021239,1.0,3.892680295,0
0.0,23.83226262,1.0,1.561636995,0
0.0,22.61531843,1.0,1.212966331,0
0.0,23.42383212,1.0,0.141784802,0
0.0,2.240584686,1.0,0.132978163,0
1.0,8.206439559,1.0,2.726331817,0
1.0,3.050816423,1.0,0.280503427,0
0.0,31.64686707,0.0,0.589744421,0
0.0,33.79675223,1.0,10.66029762,1
0.0,20.0307708,1.0,0.942282756,0
0.0,18.75278516,1.0,10.55370161,1
0.0,5.813639337,0.0,2.796293533,0
0.0,5.643650386,0.0,0.375555118,0
0.0,29.64778929,1.0,0.93470854,0
1.0,26.8070835,0.0,0.484272835,0
0.0,37.73013497,0.0,3.233819869,0
0.0,45.24814646,0.0,0.918258631,0
0.0,18.06127332,1.0,1.855657426,0
0.0,1.089121298,1.0,1.3942691,0
1.0,2.728157029,0.0,0.452110637,0
0.0,1.026332853,1.0,0.079693587,0
0.0,14.69760337,1.0,1.116808206,0
1.0,4.125736427,1.0,1.511045272,0
0.0,10.2271705,1.0,1.254777616,0
0.0,35.57007605,0.0,0.957215439,0
1.0,3.222268295,1.0,1.863737638,0
0.0,110.3289681,1.0,0.896922757,1
0.0,0.490796075,0.0,0.623429218,0
0.0,13.45876088,1.0,0.676485977,0
0.0,20.92675935,1.0,0.321462519,0
0.0,3.585323424,0.0,1.872980788,0
0.0,34.90922511,1.0,0.78801416,0
0.0,15.24342059,1.0,0.599510024,0
0.0,4.779704057,0.0,1.161613766,0
0.0,9.779352554,1.0,0.957719638,0
0.0,9.128506268,0.0,1.840642046,0
0.0,45.50580846,0.0,0.717634338,0
0.0,8.612063121,0.0,0.144802172,0
0.0,7.727328573,1.0,0.966828378,0
1.0,31.1879812,0.0,0.117609467,0
0.0,3.524494072,1.0,5.981370435,1
0.0,19.25780946,1.0,10.46457706,1
0.0,4.805518525,0.0,0.921772922,0
0.0,1.048420035,0.0,3.140205977,0
0.0,1.259062676,1.0,5.598750023,1
0.0,10.4380089,1.0,7.139925928,1
0.0,16.40449544,0.0,0.452179118,0
0.0,3.7298965,1.0,0.946815017,0
0.0,2.567075686,1.0,3.857629337,0
0.0,11.60047839,0.0,0.197976806,0
0.0,2.16868605,0.0,1.341646942,0
0.0,15.36135313,1.0,1.08380301,0
0.0,24.2240962,1.0,2.071414957,0
0.0,15.22092201,1.0,0.582867177,0
0.0,8.771545629,1.0,1.815586443,0
0.0,8.688067911,1.0,2.090057339,0
